Student_ID,Student_Name,Age,Education_Level,Course,Semester,Registered_Subjects,Learning_Goal
S05054,Wayne Jackson,26,Postgraduate,LLM,Semester 1,Advanced Constitutional Law; International Law; Corporate Law; Human Rights Law,College Admission Prep
S05055,Connie Neal,20,Undergraduate,BTech Electronics,Semester 4,Digital Signal Processing; Microprocessors; VLSI Design; Communication Systems; Control Systems; Embedded Systems,Career Growth
S05056,Lawrence Parks,19,Undergraduate,BTech Civil Engineering,Semester 4,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,Grade Improvement
S05057,Scott Ayers,13,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Concept Mastery
S05058,Michael Wood,20,Undergraduate,BTech Mechanical Engineering,Semester 1,Thermodynamics; Fluid Mechanics; Machine Design; Manufacturing Processes; Strength of Materials; Heat Transfer,Grade Improvement
S05059,Matthew Stone,16,Diploma,Diploma in Mechanical Engineering,Semester 5,Engineering Mechanics; Thermodynamics; Machine Design; Manufacturing Processes; Strength of Materials; Fluid Mechanics,Revision & Practice
S05060,Tiffany Hansen,17,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,College Admission Prep
S05061,Frank Freeman,15,Diploma,Diploma in Computer Science,Semester 1,Programming Fundamentals; Data Structures; DBMS; Web Development; Computer Networks; Operating Systems,Exam Preparation
S05062,Samantha Walker,17,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,Concept Mastery
S05063,Mark Wilson,15,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Career Growth
S05064,Kayla Ray,21,Undergraduate,LLB,Year 1,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Career Growth
S05065,Ashley Olson,22,Undergraduate,MBBS,Year 4,Anatomy; Physiology; Biochemistry; Pathology; Pharmacology; Microbiology; Forensic Medicine,Certification Prep
S05066,Mr. Joseph Bush,12,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Career Growth
S05067,Debra Johnson,17,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Concept Mastery
S05068,Christine Parker,18,Undergraduate,BBA,Semester 4,Principles of Management; Marketing Management; Financial Accounting; Business Economics; Organizational Behavior; Business Statistics,Exam Preparation
S05069,Jesse Murphy,16,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Certification Prep
S05070,Brian Daniel,14,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Revision & Practice
S05071,Stephen Roth,17,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Skill Building
S05072,Ryan Warren,14,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Exam Preparation
S05073,Jeffery York,17,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,Career Growth
S05074,Tyler Baker,16,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Revision & Practice
S05075,Melissa Schneider,12,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Career Growth
S05076,Trevor Sparks,23,Undergraduate,BTech Civil Engineering,Semester 6,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,Research Preparation
S05077,Hector Bryant,19,Undergraduate,BTech Computer Science,Semester 4,OOP; DBMS; Operating Systems; Computer Networks; Data Structures; Algorithms; Software Engineering; Web Technologies,Grade Improvement
S05078,Theresa Martinez,14,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Exam Preparation
S05079,Kaitlyn Brown,25,Postgraduate,LLM,Semester 2,Advanced Constitutional Law; International Law; Corporate Law; Human Rights Law,Research Preparation
S05080,Bonnie Woods,18,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Competitive Exam Prep
S05081,Carlos Kirk,13,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,College Admission Prep
S05082,Selena Bailey,14,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Research Preparation
S05083,Chad Rivera,18,Undergraduate,BCom,Semester 1,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,College Admission Prep
S05084,Rhonda Patterson,11,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Skill Building
S05085,Frederick Mejia,20,Undergraduate,BSc Science,Semester 5,Physics; Chemistry; Mathematics; Botany; Zoology,Career Growth
S05086,Rebecca Cole,19,Undergraduate,BTech Mechanical Engineering,Semester 5,Thermodynamics; Fluid Mechanics; Machine Design; Manufacturing Processes; Strength of Materials; Heat Transfer,Skill Building
S05087,Edwin Jackson,11,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Certification Prep
S05088,George Rogers DDS,18,Undergraduate,BTech Mechanical Engineering,Semester 5,Thermodynamics; Fluid Mechanics; Machine Design; Manufacturing Processes; Strength of Materials; Heat Transfer,Career Growth
S05089,Kimberly Morgan,19,Undergraduate,BTech Electronics,Semester 6,Digital Signal Processing; Microprocessors; VLSI Design; Communication Systems; Control Systems; Embedded Systems,Certification Prep
S05090,Tracey Hogan,13,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,College Admission Prep
S05091,Micheal Austin,17,Grade 6-12,Grade 12 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,College Admission Prep
S05092,Carl Rubio,17,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Grade Improvement
S05093,Tracy Burnett,18,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Research Preparation
S05094,Gary Taylor,17,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,College Admission Prep
S05095,Sonya Williams,15,Diploma,Diploma in Computer Science,Semester 6,Programming Fundamentals; Data Structures; DBMS; Web Development; Computer Networks; Operating Systems,Research Preparation
S05096,Jacqueline Hall,20,Undergraduate,BTech Electronics,Semester 4,Digital Signal Processing; Microprocessors; VLSI Design; Communication Systems; Control Systems; Embedded Systems,Revision & Practice
S05097,Crystal Mullen,21,Undergraduate,BTech Artificial Intelligence,Semester 5,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Research Preparation
S05098,Shawn Ware,15,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Research Preparation
S05099,Rebecca Oneill,21,Undergraduate,BBA,Semester 6,Principles of Management; Marketing Management; Financial Accounting; Business Economics; Organizational Behavior; Business Statistics,Exam Preparation
S05100,Aaron Morgan,18,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Concept Mastery
S05101,Damon Schultz,18,Undergraduate,BBA,Semester 3,Principles of Management; Marketing Management; Financial Accounting; Business Economics; Organizational Behavior; Business Statistics,Concept Mastery
S05102,Catherine Garcia,16,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Research Preparation
S05103,Samuel Warren,14,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Concept Mastery
S05104,Kevin Carney,14,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Concept Mastery
S05105,Jonathan Jefferson DVM,26,Postgraduate,MD,Year 3,Advanced Pathology; Clinical Medicine; Surgery; Radiology; Advanced Pharmacology,Concept Mastery
S05106,Jerry Walsh,18,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Grade Improvement
S05107,Travis Day,13,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Competitive Exam Prep
S05108,Aaron Diaz,17,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Grade Improvement
S05109,Nancy Jackson,14,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Revision & Practice
S05110,Daniel Benjamin,20,Undergraduate,BSc Science,Semester 3,Physics; Chemistry; Mathematics; Botany; Zoology,Research Preparation
S05111,Renee Thompson,17,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,Exam Preparation
S05112,Rose Mclaughlin,18,Grade 6-12,Grade 12 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Career Growth
S05113,Arthur Gonzalez,30,Postgraduate,MBA,Semester 4,Strategic Management; Financial Management; Marketing Management; Human Resource Management; Operations Management,Certification Prep
S05114,Ryan Smith,23,Postgraduate,MTech Artificial Intelligence,Semester 3,Deep Learning; Reinforcement Learning; Advanced Natural Language Processing; Advanced Computer Vision; Advanced Machine Learning,Revision & Practice
S05115,Brandon Bennett,21,Undergraduate,MBBS,Year 4,Anatomy; Physiology; Biochemistry; Pathology; Pharmacology; Microbiology; Forensic Medicine,Concept Mastery
S05116,Brandon Sanchez,17,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Concept Mastery
S05117,Christopher Robbins,18,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Research Preparation
S05118,Alexander Martin,17,Diploma,Diploma in Computer Science,Semester 6,Programming Fundamentals; Data Structures; DBMS; Web Development; Computer Networks; Operating Systems,Competitive Exam Prep
S05119,Joseph Miller,19,Undergraduate,BTech Civil Engineering,Semester 6,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,Grade Improvement
S05120,Richard Yoder,21,Undergraduate,LLB,Year 2,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Grade Improvement
S05121,Frank Francis,19,Diploma,Diploma in Electronics Engineering,Semester 5,Circuit Theory; Digital Electronics; Microprocessors; Communication Systems; Electronic Devices; Control Systems,Career Growth
S05122,Mark Webb,14,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Exam Preparation
S05123,Scott Mcmahon,20,Undergraduate,BTech Artificial Intelligence,Semester 4,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Grade Improvement
S05124,Luke Dixon,19,Diploma,Diploma in Computer Science,Semester 4,Programming Fundamentals; Data Structures; DBMS; Web Development; Computer Networks; Operating Systems,College Admission Prep
S05125,Mckenzie Chavez,18,Diploma,Diploma in Mechanical Engineering,Semester 3,Engineering Mechanics; Thermodynamics; Machine Design; Manufacturing Processes; Strength of Materials; Fluid Mechanics,Research Preparation
S05126,Kristen Blair,23,Postgraduate,LLM,Semester 3,Advanced Constitutional Law; International Law; Corporate Law; Human Rights Law,Certification Prep
S05127,Joshua White,18,Grade 6-12,Grade 12 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Certification Prep
S05128,Bryan Harrison,18,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,Research Preparation
S05129,Michael Gonzalez,16,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Career Growth
S05130,Monica Frost,13,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Research Preparation
S05131,Tracy Frye,21,Undergraduate,BSc Science,Semester 2,Physics; Chemistry; Mathematics; Botany; Zoology,Concept Mastery
S05132,Erika Thompson,20,Undergraduate,BTech Artificial Intelligence,Semester 4,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Skill Building
S05133,Latasha Mendez,18,Diploma,Diploma in Mechanical Engineering,Semester 2,Engineering Mechanics; Thermodynamics; Machine Design; Manufacturing Processes; Strength of Materials; Fluid Mechanics,Grade Improvement
S05134,Sierra Moses,17,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Certification Prep
S05135,Rebecca Sandoval,17,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Skill Building
S05136,Margaret Young,19,Undergraduate,BSc Science,Semester 5,Physics; Chemistry; Mathematics; Botany; Zoology,Grade Improvement
S05137,Cynthia Jackson,11,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Revision & Practice
S05138,Michaela Sanchez,18,Diploma,Diploma in Computer Science,Semester 2,Programming Fundamentals; Data Structures; DBMS; Web Development; Computer Networks; Operating Systems,Career Growth
S05139,Stephanie Harris,22,Undergraduate,BTech Artificial Intelligence,Semester 2,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Research Preparation
S05140,Elizabeth Butler,18,Diploma,Diploma in Electronics Engineering,Semester 4,Circuit Theory; Digital Electronics; Microprocessors; Communication Systems; Electronic Devices; Control Systems,Competitive Exam Prep
S05141,Matthew Mclaughlin PhD,20,Undergraduate,BTech Mechanical Engineering,Semester 5,Thermodynamics; Fluid Mechanics; Machine Design; Manufacturing Processes; Strength of Materials; Heat Transfer,Revision & Practice
S05142,Robert Roberts,18,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Concept Mastery
S05143,Laura Green,17,Grade 6-12,Grade 12 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,College Admission Prep
S05144,Robert Hampton,11,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Career Growth
S05145,Molly White,18,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,Concept Mastery
S05146,Roger Valencia,18,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,Revision & Practice
S05147,Cody Thompson,15,Diploma,Diploma in Electronics Engineering,Semester 5,Circuit Theory; Digital Electronics; Microprocessors; Communication Systems; Electronic Devices; Control Systems,Research Preparation
S05148,Anthony Wright,18,Grade 6-12,Grade 12 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Skill Building
S05149,Julie Rose,29,Postgraduate,MD,Year 3,Advanced Pathology; Clinical Medicine; Surgery; Radiology; Advanced Pharmacology,Skill Building
S05150,Mr. John Woodard MD,17,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Certification Prep
S05151,Kristin Herman,20,Undergraduate,BTech Computer Science,Semester 5,OOP; DBMS; Operating Systems; Computer Networks; Data Structures; Algorithms; Software Engineering; Web Technologies,Skill Building
S05152,Chase Burnett,18,Grade 6-12,Grade 12 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,College Admission Prep
S05153,Annette Mcguire,24,Undergraduate,LLB,Year 2,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Competitive Exam Prep
S05154,Richard Roy,23,Undergraduate,BTech Civil Engineering,Semester 2,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,College Admission Prep
S05155,Carrie Ware,17,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Concept Mastery
S05156,Julian Obrien,25,Undergraduate,LLB,Year 2,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Research Preparation
S05157,Stacey Stone,16,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Career Growth
S05158,Laura Bailey,18,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Competitive Exam Prep
S05159,Patrick Bush,18,Undergraduate,BSc Science,Semester 5,Physics; Chemistry; Mathematics; Botany; Zoology,Skill Building
S05160,Jose Lopez,12,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Competitive Exam Prep
S05161,Jennifer Brown,23,Undergraduate,LLB,Year 3,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Exam Preparation
S05162,Nicole Bright,20,Undergraduate,BTech Mechanical Engineering,Semester 4,Thermodynamics; Fluid Mechanics; Machine Design; Manufacturing Processes; Strength of Materials; Heat Transfer,Skill Building
S05163,Christina Ramirez,16,Grade 6-12,Grade 10,Annual,Mathematics; Science; English; Social Science; Computer Basics,Skill Building
S05164,Thomas Brewer,16,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Grade Improvement
S05165,Sarah Berry,22,Undergraduate,BTech Civil Engineering,Semester 5,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,Certification Prep
S05166,Austin Conley,12,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Concept Mastery
S05167,Daniel Luna,20,Undergraduate,BTech Electronics,Semester 4,Digital Signal Processing; Microprocessors; VLSI Design; Communication Systems; Control Systems; Embedded Systems,Exam Preparation
S05168,Sharon Johnson,17,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Revision & Practice
S05169,Kenneth Maxwell,18,Grade 6-12,Grade 12 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,College Admission Prep
S05170,Laurie Bailey,25,Undergraduate,LLB,Year 2,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Grade Improvement
S05171,Eric Woods,15,Grade 6-12,Grade 10,Annual,Mathematics; Science; English; Social Science; Computer Basics,College Admission Prep
S05172,Nancy Lee,23,Undergraduate,BTech Civil Engineering,Semester 5,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,Skill Building
S05173,Christina Smith,12,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Research Preparation
S05174,John Clark,21,Undergraduate,BTech Computer Science,Semester 7,OOP; DBMS; Operating Systems; Computer Networks; Data Structures; Algorithms; Software Engineering; Web Technologies,Grade Improvement
S05175,Anna Ponce,20,Undergraduate,BSc Science,Semester 2,Physics; Chemistry; Mathematics; Botany; Zoology,Certification Prep
S05176,Anthony Hernandez,19,Undergraduate,BCom,Semester 1,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,Competitive Exam Prep
S05177,Daniel Wilson,21,Undergraduate,BTech Artificial Intelligence,Semester 4,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Research Preparation
S05178,Melody Stevens,17,Grade 6-12,Grade 12 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Grade Improvement
S05179,Matthew Brown,11,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Career Growth
S05180,Nichole Davis,17,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Revision & Practice
S05181,James Anderson,19,Undergraduate,BTech Civil Engineering,Semester 1,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,Competitive Exam Prep
S05182,Bryan Griffith,17,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Competitive Exam Prep
S05183,Nathan Stanley,17,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Research Preparation
S05184,Olivia Randolph,21,Undergraduate,MBBS,Year 1,Anatomy; Physiology; Biochemistry; Pathology; Pharmacology; Microbiology; Forensic Medicine,Research Preparation
S05185,Marcus Blair,22,Undergraduate,BTech Artificial Intelligence,Semester 2,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Competitive Exam Prep
S05186,Kenneth Reynolds,13,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Grade Improvement
S05187,Joshua Guerrero,24,Undergraduate,LLB,Year 1,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Career Growth
S05188,Shawn Shepherd,17,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,College Admission Prep
S05189,Ashley Duran,20,Undergraduate,BSc Science,Semester 4,Physics; Chemistry; Mathematics; Botany; Zoology,Grade Improvement
S05190,Brian Mitchell,16,Grade 6-12,Grade 10,Annual,Mathematics; Science; English; Social Science; Computer Basics,Career Growth
S05191,Melanie Garrett,15,Grade 6-12,Grade 10,Annual,Mathematics; Science; English; Social Science; Computer Basics,Competitive Exam Prep
S05192,George Smith,20,Undergraduate,BCom,Semester 1,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,Research Preparation
S05193,Vicki Hernandez,17,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Research Preparation
S05194,Carl Larsen,22,Undergraduate,BSc Science,Semester 5,Physics; Chemistry; Mathematics; Botany; Zoology,Skill Building
S05195,Mercedes Richardson,17,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,College Admission Prep
S05196,Mikayla Franco,19,Diploma,Diploma in Civil Engineering,Semester 4,Surveying; Structural Analysis; Building Materials; Concrete Technology; Geotechnical Engineering; Transportation Engineering,Grade Improvement
S05197,Patrick Rios,15,Diploma,Diploma in Electronics Engineering,Semester 2,Circuit Theory; Digital Electronics; Microprocessors; Communication Systems; Electronic Devices; Control Systems,Research Preparation
S05198,Cindy Estrada,19,Undergraduate,BTech Civil Engineering,Semester 3,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,Skill Building
S05199,Bethany Neal,23,Undergraduate,LLB,Year 1,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Exam Preparation
S05200,Alan Davis DVM,17,Grade 6-12,Grade 12 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Career Growth
S05201,Donald Coleman,19,Undergraduate,BCom,Semester 6,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,Exam Preparation
S05202,Gabriel Richardson,17,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Grade Improvement
S05203,Thomas Lewis,19,Undergraduate,BTech Mechanical Engineering,Semester 2,Thermodynamics; Fluid Mechanics; Machine Design; Manufacturing Processes; Strength of Materials; Heat Transfer,Skill Building
S05204,Todd Beasley,17,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Competitive Exam Prep
S05205,Allison Branch,28,Postgraduate,LLM,Semester 3,Advanced Constitutional Law; International Law; Corporate Law; Human Rights Law,Research Preparation
S05206,Jenny Cox,24,Postgraduate,LLM,Semester 2,Advanced Constitutional Law; International Law; Corporate Law; Human Rights Law,Certification Prep
S05207,David Simpson,16,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Competitive Exam Prep
S05208,Kyle Brown,15,Grade 6-12,Grade 10,Annual,Mathematics; Science; English; Social Science; Computer Basics,Revision & Practice
S05209,Tracey Reynolds,16,Grade 6-12,Grade 10,Annual,Mathematics; Science; English; Social Science; Computer Basics,College Admission Prep
S05210,Alison Perez,18,Undergraduate,BSc Science,Semester 2,Physics; Chemistry; Mathematics; Botany; Zoology,Research Preparation
S05211,Douglas Santos,18,Diploma,Diploma in Civil Engineering,Semester 4,Surveying; Structural Analysis; Building Materials; Concrete Technology; Geotechnical Engineering; Transportation Engineering,College Admission Prep
S05212,Grace Green,22,Undergraduate,LLB,Year 1,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Competitive Exam Prep
S05213,Samantha Cohen,24,Postgraduate,MSc,Semester 2,Advanced Physics; Advanced Chemistry; Advanced Mathematics; Advanced Biology,Skill Building
S05214,Courtney Page,18,Undergraduate,BTech Mechanical Engineering,Semester 3,Thermodynamics; Fluid Mechanics; Machine Design; Manufacturing Processes; Strength of Materials; Heat Transfer,Competitive Exam Prep
S05215,David Martinez,21,Undergraduate,BTech Artificial Intelligence,Semester 3,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Grade Improvement
S05216,Susan Sullivan,18,Diploma,Diploma in Mechanical Engineering,Semester 1,Engineering Mechanics; Thermodynamics; Machine Design; Manufacturing Processes; Strength of Materials; Fluid Mechanics,Grade Improvement
S05217,Thomas Bowman MD,27,Postgraduate,MD,Year 3,Advanced Pathology; Clinical Medicine; Surgery; Radiology; Advanced Pharmacology,College Admission Prep
S05218,Elizabeth Brown,13,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Grade Improvement
S05219,Michael Bolton,13,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Competitive Exam Prep
S05220,Jeffery Thompson,20,Undergraduate,BTech Civil Engineering,Semester 6,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,Certification Prep
S05221,John Rodriguez,18,Grade 6-12,Grade 12 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Competitive Exam Prep
S05222,Danielle Hamilton,25,Undergraduate,LLB,Year 3,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Revision & Practice
S05223,Justin Hammond,16,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Exam Preparation
S05224,Kayla Williams,29,Postgraduate,LLM,Semester 4,Advanced Constitutional Law; International Law; Corporate Law; Human Rights Law,College Admission Prep
S05225,Thomas Sparks,17,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Concept Mastery
S05226,Ashlee Ross,28,Postgraduate,MSc,Semester 2,Advanced Physics; Advanced Chemistry; Advanced Mathematics; Advanced Biology,College Admission Prep
S05227,Ann Martin,18,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,Competitive Exam Prep
S05228,Kimberly Black,12,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Competitive Exam Prep
S05229,Meagan West,13,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Competitive Exam Prep
S05230,Andre Cortez,16,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Research Preparation
S05231,Michele Ford,17,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,Certification Prep
S05232,Andrew Chavez,11,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Career Growth
S05233,Joel Perez,12,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Certification Prep
S05234,Anthony Berg,28,Postgraduate,MTech Artificial Intelligence,Semester 3,Deep Learning; Reinforcement Learning; Advanced Natural Language Processing; Advanced Computer Vision; Advanced Machine Learning,Grade Improvement
S05235,Joseph Hill,18,Diploma,Diploma in Electronics Engineering,Semester 4,Circuit Theory; Digital Electronics; Microprocessors; Communication Systems; Electronic Devices; Control Systems,Grade Improvement
S05236,Robert Thompson,18,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Exam Preparation
S05237,Allison Cunningham,17,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Grade Improvement
S05238,Joseph Rice,18,Undergraduate,BTech Artificial Intelligence,Semester 3,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Concept Mastery
S05239,Jeffery Jordan,12,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Exam Preparation
